ticker,ano,fechamento
GGPS3,2022,11.45
GGPS3,2021,15.25
GGPS3,2020,
GGPS3,2019,
GGPS3,2018,
BRSR6,2025,11.42
BRSR6,2024,9.74
BRSR6,2023,11.69
BRSR6,2022,7.86
BRSR6,2021,7.2
BRSR6,2020,10.0
BRSR6,2019,14.49
BRSR6,2018,14.05
JSLG3,2025,5.5
JSLG3,2024,5.41
JSLG3,2023,11.56
JSLG3,2022,4.97
JSLG3,2021,6.29
JSLG3,2020,8.72
JSLG3,2019,
JSLG3,2018,
PTBL3,2025,4.09
PTBL3,2024,3.66
PTBL3,2023,7.46
PTBL3,2022,7.93
PTBL3,2021,8.96
PTBL3,2020,5.7
PTBL3,2019,4.4
PTBL3,2018,4.12
IRBR3,2025,47.5
IRBR3,2024,42.45
IRBR3,2023,44.3
IRBR3,2022,25.8
IRBR3,2021,100.06
IRBR3,2020,203.61
IRBR3,2019,892.38
IRBR3,2018,632.08
ENJU3,2025,0.97
ENJU3,2024,1.05
ENJU3,2023,1.69
ENJU3,2022,0.97
ENJU3,2021,2.85
ENJU3,2020,12.75
ENJU3,2019,
ENJU3,2018,
VTRU3,2025,10.35
VTRU3,2024,6.14
VTRU3,2023,
VTRU3,2022,
VTRU3,2021,
VTRU3,2020,
VTRU3,2019,
VTRU3,2018,
TTEN3,2025,14.46
TTEN3,2024,13.56
TTEN3,2023,11.74
TTEN3,2022,9.0
TTEN3,2021,9.38
TTEN3,2020,
TTEN3,2019,
TTEN3,2018,
USIM3,2025,4.37
USIM3,2024,5.32
USIM3,2023,8.9
USIM3,2022,6.88
USIM3,2021,12.78
USIM3,2020,12.85
USIM3,2019,8.02
USIM3,2018,9.19
BPAN4,2025,7.75
BPAN4,2024,6.34
BPAN4,2023,8.33
BPAN4,2022,5.71
BPAN4,2021,9.62
BPAN4,2020,8.39
BPAN4,2019,9.0
BPAN4,2018,1.63
ABCB4,2025,22.0
ABCB4,2024,18.37
ABCB4,2023,21.2
ABCB4,2022,15.42
ABCB4,2021,11.56
ABCB4,2020,10.63
ABCB4,2019,13.18
ABCB4,2018,10.28
ESPA3,2025,1.12
ESPA3,2024,0.74
ESPA3,2023,1.22
ESPA3,2022,1.33
ESPA3,2021,8.07
ESPA3,2020,
ESPA3,2019,
ESPA3,2018,
PGMN3,2025,3.66
PGMN3,2024,2.9
PGMN3,2023,3.28
PGMN3,2022,3.39
PGMN3,2021,7.23
PGMN3,2020,6.97
PGMN3,2019,
PGMN3,2018,
FESA4,2025,6.39
FESA4,2024,8.16
FESA4,2023,10.84
FESA4,2022,11.75
FESA4,2021,10.13
FESA4,2020,3.89
FESA4,2019,3.88
FESA4,2018,3.72
ITUB3,2025,33.38
ITUB3,2024,22.62
ITUB3,2023,22.36
ITUB3,2022,16.08
ITUB3,2021,13.39
ITUB3,2020,18.84
ITUB3,2019,21.01
ITUB3,2018,18.98
SOJA3,2025,10.34
SOJA3,2024,10.25
SOJA3,2023,15.8
SOJA3,2022,9.5
SOJA3,2021,14.34
SOJA3,2020,
SOJA3,2019,
SOJA3,2018,
SRNA3,2025,12.14
SRNA3,2024,5.5
SRNA3,2023,10.21
SRNA3,2022,9.6
SRNA3,2021,12.65
SRNA3,2020,
SRNA3,2019,
SRNA3,2018,
RANI3,2025,7.88
RANI3,2024,6.22
RANI3,2023,9.39
RANI3,2022,6.31
RANI3,2021,4.94
RANI3,2020,3.66
RANI3,2019,2.68
RANI3,2018,1.96
NEOE3,2025,27.11
NEOE3,2024,18.44
NEOE3,2023,19.7
NEOE3,2022,13.31
NEOE3,2021,13.28
NEOE3,2020,14.01
NEOE3,2019,19.4
NEOE3,2018,
EGIE3,2025,39.64
EGIE3,2024,33.97
EGIE3,2023,40.79
EGIE3,2022,31.83
EGIE3,2021,30.0
EGIE3,2020,32.76
EGIE3,2019,37.02
EGIE3,2018,23.23
WIZC3,2025,8.21
WIZC3,2024,5.34
WIZC3,2023,6.71
WIZC3,2022,6.0
WIZC3,2021,6.35
WIZC3,2020,5.96
WIZC3,2019,9.57
WIZC3,2018,4.15
TASA4,2025,4.72
TASA4,2024,7.33
TASA4,2023,13.16
TASA4,2022,10.61
TASA4,2021,18.38
TASA4,2020,11.56
TASA4,2019,4.47
TASA4,2018,3.02
EVEN3,2025,7.64
EVEN3,2024,5.36
EVEN3,2023,7.55
EVEN3,2022,3.93
EVEN3,2021,5.5
EVEN3,2020,9.22
EVEN3,2019,11.69
EVEN3,2018,4.51
MDIA3,2025,29.52
MDIA3,2024,19.64
MDIA3,2023,37.52
MDIA3,2022,34.22
MDIA3,2021,22.45
MDIA3,2020,29.79
MDIA3,2019,32.7
MDIA3,2018,36.69
TRIS3,2025,6.45
TRIS3,2024,4.22
TRIS3,2023,5.32
TRIS3,2022,3.03
TRIS3,2021,4.94
TRIS3,2020,9.94
TRIS3,2019,12.08
TRIS3,2018,3.15
MDNE3,2025,26.41
MDNE3,2024,10.46
MDNE3,2023,12.37
MDNE3,2022,5.39
MDNE3,2021,5.42
MDNE3,2020,10.77
MDNE3,2019,
MDNE3,2018,
PMAM3,2025,1.35
PMAM3,2024,1.02
PMAM3,2023,4.34
PMAM3,2022,4.66
PMAM3,2021,10.11
PMAM3,2020,10.0
PMAM3,2019,29.09
PMAM3,2018,23.8
AMBP3,2025,13.09
AMBP3,2024,13.0
AMBP3,2023,1.62
AMBP3,2022,1.88
AMBP3,2021,3.76
AMBP3,2020,2.36
AMBP3,2019,
AMBP3,2018,
GFSA3,2025,13.31
GFSA3,2024,23.6
GFSA3,2023,177.49
GFSA3,2022,168.63
GFSA3,2021,299.34
GFSA3,2020,647.82
GFSA3,2019,1166.69
GFSA3,2018,2051.46
CPFE3,2025,39.31
CPFE3,2024,31.59
CPFE3,2023,38.51
CPFE3,2022,30.4
CPFE3,2021,22.37
CPFE3,2020,23.79
CPFE3,2019,24.56
CPFE3,2018,19.61
MEAL3,2025,1.31
MEAL3,2024,0.97
MEAL3,2023,1.98
MEAL3,2022,2.8
MEAL3,2021,2.43
MEAL3,2020,4.21
MEAL3,2019,8.4
MEAL3,2018,7.08
SHUL4,2025,4.88
SHUL4,2024,5.56
SHUL4,2023,6.34
SHUL4,2022,4.02
SHUL4,2021,3.43
SHUL4,2020,2.7
SHUL4,2019,1.97
SHUL4,2018,1.31
ORVR3,2025,54.21
ORVR3,2024,37.85
ORVR3,2023,38.66
ORVR3,2022,33.77
ORVR3,2021,26.82
ORVR3,2020,
ORVR3,2019,
ORVR3,2018,
TUPY3,2025,14.5
TUPY3,2024,22.51
TUPY3,2023,26.94
TUPY3,2022,24.04
TUPY3,2021,17.4
TUPY3,2020,17.91
TUPY3,2019,21.61
TUPY3,2018,16.23
ALPK3,2025,2.81
ALPK3,2024,2.21
ALPK3,2023,4.78
ALPK3,2022,1.56
ALPK3,2021,4.2
ALPK3,2020,9.3
ALPK3,2019,
ALPK3,2018,
ZAMP3,2025,3.49
ZAMP3,2024,2.26
ZAMP3,2023,5.7
ZAMP3,2022,5.45
ZAMP3,2021,5.98
ZAMP3,2020,10.9
ZAMP3,2019,17.72
ZAMP3,2018,20.53
FIQE3,2025,4.39
FIQE3,2024,3.26
FIQE3,2023,3.51
FIQE3,2022,3.28
FIQE3,2021,5.47
FIQE3,2020,
FIQE3,2019,
FIQE3,2018,
MELK3,2025,3.78
MELK3,2024,2.7
MELK3,2023,3.31
MELK3,2022,1.96
MELK3,2021,2.2
MELK3,2020,4.04
MELK3,2019,
MELK3,2018,
SAPR3,2025,7.51
SAPR3,2024,5.21
SAPR3,2023,5.03
SAPR3,2022,2.84
SAPR3,2021,2.95
SAPR3,2020,4.47
SAPR3,2019,4.19
SAPR3,2018,3.87
KLBN3,2025,3.73
KLBN3,2024,4.84
KLBN3,2023,3.68
KLBN3,2022,3.14
KLBN3,2021,4.11
KLBN3,2020,3.88
KLBN3,2019,3.07
KLBN3,2018,3.03
CSED3,2025,4.61
CSED3,2024,3.03
CSED3,2023,4.82
CSED3,2022,3.26
CSED3,2021,6.4
CSED3,2020,
CSED3,2019,
CSED3,2018,
HBRE3,2025,4.5
HBRE3,2024,2.98
HBRE3,2023,6.07
HBRE3,2022,4.51
HBRE3,2021,8.8
HBRE3,2020,
HBRE3,2019,
HBRE3,2018,
SANB4,2025,14.65
SANB4,2024,11.94
SANB4,2023,15.29
SANB4,2022,12.67
SANB4,2021,12.62
SANB4,2020,16.41
SANB4,2019,15.28
SANB4,2018,12.67
SYNE3,2025,6.5
SYNE3,2024,5.11
SYNE3,2023,3.26
SYNE3,2022,2.83
SYNE3,2021,4.49
SYNE3,2020,4.36
SYNE3,2019,7.55
SYNE3,2018,2.59
SEER3,2025,8.85
SEER3,2024,4.38
SEER3,2023,7.66
SEER3,2022,4.35
SEER3,2021,10.22
SEER3,2020,14.82
SEER3,2019,25.96
SEER3,2018,14.41
MATD3,2025,4.63
MATD3,2024,3.58
MATD3,2023,8.1
MATD3,2022,6.94
MATD3,2021,12.91
MATD3,2020,
MATD3,2019,
MATD3,2018,
AMAR3,2025,1.2
AMAR3,2024,1.01
AMAR3,2023,3.72
AMAR3,2022,6.25
AMAR3,2021,19.0
AMAR3,2020,31.15
AMAR3,2019,60.74
AMAR3,2018,23.74
LAVV3,2025,12.87
LAVV3,2024,7.0
LAVV3,2023,7.72
LAVV3,2022,3.8
LAVV3,2021,3.69
LAVV3,2020,5.94
LAVV3,2019,
LAVV3,2018,
PNVL3,2025,10.23
PNVL3,2024,8.63
PNVL3,2023,12.68
PNVL3,2022,9.47
PNVL3,2021,12.19
PNVL3,2020,19.6
PNVL3,2019,17.63
PNVL3,2018,9.18
TOKY3,2025,1.0
TOKY3,2024,
TOKY3,2023,
TOKY3,2022,
TOKY3,2021,
TOKY3,2020,
TOKY3,2019,
TOKY3,2018,
BRBI11,2025,16.26
BRBI11,2024,12.61
BRBI11,2023,13.65
BRBI11,2022,9.84
BRBI11,2021,11.49
BRBI11,2020,
BRBI11,2019,
BRBI11,2018,
DESK3,2025,7.97
DESK3,2024,10.42
DESK3,2023,14.02
DESK3,2022,7.93
DESK3,2021,17.93
DESK3,2020,
DESK3,2019,
DESK3,2018,
MYPK3,2025,13.97
MYPK3,2024,11.11
MYPK3,2023,12.04
MYPK3,2022,10.71
MYPK3,2021,13.1
MYPK3,2020,12.4
MYPK3,2019,17.9
MYPK3,2018,18.08
PINE4,2025,6.37
PINE4,2024,4.2
PINE4,2023,3.63
PINE4,2022,1.28
PINE4,2021,1.4
PINE4,2020,1.97
PINE4,2019,3.28
PINE4,2018,1.73
BLAU3,2025,12.9
BLAU3,2024,12.9
BLAU3,2023,15.58
BLAU3,2022,24.56
BLAU3,2021,32.96
BLAU3,2020,
BLAU3,2019,
BLAU3,2018,
VIVR3,2025,0.61
VIVR3,2024,1.18
VIVR3,2023,5.15
VIVR3,2022,4.96
VIVR3,2021,12.4
VIVR3,2020,11.21
VIVR3,2019,18.9
VIVR3,2018,34.69
AERI3,2025,4.15
AERI3,2024,5.71
AERI3,2023,18.0
AERI3,2022,22.6
AERI3,2021,130.55
AERI3,2020,199.31
AERI3,2019,
AERI3,2018,
VLID3,2025,20.75
VLID3,2024,22.72
VLID3,2023,17.54
VLID3,2022,7.2
VLID3,2021,6.5
VLID3,2020,6.98
VLID3,2019,12.63
VLID3,2018,12.79
BRST3,2025,2.78
BRST3,2024,2.54
BRST3,2023,
BRST3,2022,
BRST3,2021,
BRST3,2020,
BRST3,2019,
BRST3,2018,
LOGG3,2025,20.98
LOGG3,2024,17.6
LOGG3,2023,19.86
LOGG3,2022,13.33
LOGG3,2021,20.27
LOGG3,2020,27.15
LOGG3,2019,25.52
LOGG3,2018,14.06
LEVE3,2025,27.83
LEVE3,2024,25.95
LEVE3,2023,30.97
LEVE3,2022,20.12
LEVE3,2021,19.4
LEVE3,2020,12.7
LEVE3,2019,17.38
LEVE3,2018,13.91
ETER3,2025,4.41
ETER3,2024,5.04
ETER3,2023,8.12
ETER3,2022,9.82
ETER3,2021,17.84
ETER3,2020,9.93
ETER3,2019,3.13
ETER3,2018,2.05
TGMA3,2025,36.99
TGMA3,2024,27.14
TGMA3,2023,24.26
TGMA3,2022,15.39
TGMA3,2021,11.65
TGMA3,2020,19.27
TGMA3,2019,26.54
TGMA3,2018,18.37
SANB3,2025,13.05
SANB3,2024,10.74
SANB3,2023,13.65
SANB3,2022,11.24
SANB3,2021,11.2
SANB3,2020,14.92
SANB3,2019,16.39
SANB3,2018,13.69
ITSA3,2025,11.06
ITSA3,2024,8.21
ITSA3,2023,8.44
ITSA3,2022,6.47
ITSA3,2021,5.76
ITSA3,2020,7.03
ITSA3,2019,7.74
ITSA3,2018,6.89
OPCT3,2025,6.7
OPCT3,2024,5.29
OPCT3,2023,6.35
OPCT3,2022,2.86
OPCT3,2021,3.0
OPCT3,2020,
OPCT3,2019,
OPCT3,2018,
REAG3,2025,3.76
REAG3,2024,5.02
REAG3,2023,4.95
REAG3,2022,2.77
REAG3,2021,5.42
REAG3,2020,
REAG3,2019,
REAG3,2018,
DEXP3,2025,8.98
DEXP3,2024,7.97
DEXP3,2023,10.5
DEXP3,2022,5.98
DEXP3,2021,8.6
DEXP3,2020,5.93
DEXP3,2019,2.13
DEXP3,2018,0.49
AVLL3,2025,1.7
AVLL3,2024,2.72
AVLL3,2023,4.85
AVLL3,2022,5.97
AVLL3,2021,23.78
AVLL3,2020,
AVLL3,2019,
AVLL3,2018,
FRAS3,2025,23.17
FRAS3,2024,20.25
FRAS3,2023,16.45
FRAS3,2022,9.17
FRAS3,2021,12.54
FRAS3,2020,8.91
FRAS3,2019,4.93
FRAS3,2018,3.8
TAEE3,2025,11.39
TAEE3,2024,10.21
TAEE3,2023,10.85
TAEE3,2022,9.09
TAEE3,2021,8.74
TAEE3,2020,7.21
TAEE3,2019,6.0
TAEE3,2018,4.62
CMIG3,2025,14.89
CMIG3,2024,13.63
CMIG3,2023,9.81
CMIG3,2022,9.69
CMIG3,2021,7.21
CMIG3,2020,5.26
CMIG3,2019,4.66
CMIG3,2018,4.3
SEQL3,2025,0.98
SEQL3,2024,2.51
SEQL3,2023,7.6
SEQL3,2022,58.6
SEQL3,2021,272.58
SEQL3,2020,439.33
SEQL3,2019,
SEQL3,2018,
TASA3,2025,5.5
TASA3,2024,7.79
TASA3,2023,12.97
TASA3,2022,10.54
TASA3,2021,18.28
TASA3,2020,11.84
TASA3,2019,3.81
TASA3,2018,3.57
BRAP3,2025,14.95
BRAP3,2024,14.97
BRAP3,2023,20.55
BRAP3,2022,20.03
BRAP3,2021,15.13
BRAP3,2020,13.22
BRAP3,2019,7.51
BRAP3,2018,5.52
PFRM3,2025,8.2
PFRM3,2024,6.2
PFRM3,2023,5.35
PFRM3,2022,3.15
PFRM3,2021,4.82
PFRM3,2020,4.72
PFRM3,2019,5.01
PFRM3,2018,3.04
PORT3,2025,18.0
PORT3,2024,15.6
PORT3,2023,15.64
PORT3,2022,9.17
PORT3,2021,7.39
PORT3,2020,
PORT3,2019,
PORT3,2018,
AGRO3,2025,20.75
AGRO3,2024,22.12
AGRO3,2023,25.04
AGRO3,2022,25.09
AGRO3,2021,20.43
AGRO3,2020,16.13
AGRO3,2019,11.88
AGRO3,2018,9.25
TAEE4,2025,11.47
TAEE4,2024,10.37
TAEE4,2023,10.89
TAEE4,2022,9.12
TAEE4,2021,8.62
TAEE4,2020,7.07
TAEE4,2019,6.01
TAEE4,2018,4.06
LPSB3,2025,1.53
LPSB3,2024,1.46
LPSB3,2023,2.4
LPSB3,2022,1.71
LPSB3,2021,2.06
LPSB3,2020,4.6
LPSB3,2019,8.81
LPSB3,2018,5.8
TECN3,2025,6.85
TECN3,2024,5.27
TECN3,2023,3.23
TECN3,2022,1.88
TECN3,2021,1.98
TECN3,2020,1.11
TECN3,2019,3.08
TECN3,2018,2.1
ALLD3,2025,8.04
ALLD3,2024,6.3
ALLD3,2023,5.22
ALLD3,2022,3.66
ALLD3,2021,9.43
ALLD3,2020,
ALLD3,2019,
ALLD3,2018,
ROMI3,2025,7.9
ROMI3,2024,8.13
ROMI3,2023,11.39
ROMI3,2022,11.05
ROMI3,2021,11.41
ROMI3,2020,9.23
ROMI3,2019,7.3
ROMI3,2018,3.22
BRKM3,2025,9.65
BRKM3,2024,12.1
BRKM3,2023,21.69
BRKM3,2022,25.27
BRKM3,2021,56.75
BRKM3,2020,22.29
BRKM3,2019,27.88
BRKM3,2018,39.16
BMOB3,2025,19.59
BMOB3,2024,13.04
BMOB3,2023,12.85
BMOB3,2022,12.41
BMOB3,2021,13.04
BMOB3,2020,
BMOB3,2019,
BMOB3,2018,
VITT3,2025,4.9
VITT3,2024,5.23
VITT3,2023,9.13
VITT3,2022,10.74
VITT3,2021,11.56
VITT3,2020,
VITT3,2019,
VITT3,2018,
OIBR4,2025,7.76
OIBR4,2024,9.01
OIBR4,2023,16.3
OIBR4,2022,51.0
OIBR4,2021,128.0
OIBR4,2020,282.0
OIBR4,2019,123.0
OIBR4,2018,126.0
TRAD3,2025,6.7
TRAD3,2024,6.99
TRAD3,2023,6.09
TRAD3,2022,15.54
TRAD3,2021,41.86
TRAD3,2020,
TRAD3,2019,
TRAD3,2018,
SHOW3,2025,5.91
SHOW3,2024,6.7
SHOW3,2023,21.1
SHOW3,2022,23.9
SHOW3,2021,37.3
SHOW3,2020,39.7
SHOW3,2019,62.5
SHOW3,2018,73.07
UNIP6,2025,62.45
UNIP6,2024,43.14
UNIP6,2023,61.84
UNIP6,2022,68.53
UNIP6,2021,63.3
UNIP6,2020,27.86
UNIP6,2019,18.66
UNIP6,2018,16.38
AMOB3,2025,12.33
AMOB3,2024,17.0
AMOB3,2023,
AMOB3,2022,
AMOB3,2021,
AMOB3,2020,
AMOB3,2019,
AMOB3,2018,
AALR3,2025,6.17
AALR3,2024,8.55
AALR3,2023,10.4
AALR3,2022,21.6
AALR3,2021,14.97
AALR3,2020,11.1
AALR3,2019,18.01
AALR3,2018,13.15
GOAU3,2025,9.4
GOAU3,2024,9.94
GOAU3,2023,10.39
GOAU3,2022,9.87
GOAU3,2021,7.75
GOAU3,2020,5.78
GOAU3,2019,4.98
GOAU3,2018,4.15
EQPA3,2025,5.45
EQPA3,2024,5.04
EQPA3,2023,6.21
EQPA3,2022,5.08
EQPA3,2021,3.59
EQPA3,2020,2.13
EQPA3,2019,1.99
EQPA3,2018,1.32
TPIS3,2025,3.67
TPIS3,2024,5.15
TPIS3,2023,4.03
TPIS3,2022,3.41
TPIS3,2021,7.9
TPIS3,2020,8.63
TPIS3,2019,6.26
TPIS3,2018,5.78
LUPA3,2025,1.18
LUPA3,2024,1.18
LUPA3,2023,2.26
LUPA3,2022,3.94
LUPA3,2021,5.32
LUPA3,2020,2.42
LUPA3,2019,1.92
LUPA3,2018,1.64
GGBR3,2025,14.89
GGBR3,2024,16.59
GGBR3,2023,16.64
GGBR3,2022,16.93
GGBR3,2021,13.33
GGBR3,2020,10.45
GGBR3,2019,8.67
GGBR3,2018,6.06
CEBR5,2025,23.77
CEBR5,2024,14.66
CEBR5,2023,13.86
CEBR5,2022,8.08
CEBR5,2021,9.07
CEBR5,2020,10.19
CEBR5,2019,4.1
CEBR5,2018,1.95
BMEB4,2025,45.03
BMEB4,2024,37.78
BMEB4,2023,15.88
BMEB4,2022,8.42
BMEB4,2021,8.67
BMEB4,2020,6.05
BMEB4,2019,4.61
BMEB4,2018,2.31
LVTC3,2025,3.72
LVTC3,2024,2.1
LVTC3,2023,3.92
LVTC3,2022,5.5
LVTC3,2021,15.69
LVTC3,2020,
LVTC3,2019,
LVTC3,2018,
IGTI3,2025,2.72
IGTI3,2024,2.0
IGTI3,2023,2.78
IGTI3,2022,2.4
IGTI3,2021,2.43
IGTI3,2020,2.33
IGTI3,2019,3.34
IGTI3,2018,1.98
BEES3,2025,9.05
BEES3,2024,8.22
BEES3,2023,8.52
BEES3,2022,4.55
BEES3,2021,3.58
BEES3,2020,3.77
BEES3,2019,4.23
BEES3,2018,2.62
EUCA4,2025,17.08
EUCA4,2024,13.18
EUCA4,2023,15.03
EUCA4,2022,7.14
EUCA4,2021,7.42
EUCA4,2020,5.72
EUCA4,2019,6.67
EUCA4,2018,3.43
ALUP4,2025,9.47
ALUP4,2024,8.36
ALUP4,2023,9.14
ALUP4,2022,7.4
ALUP4,2021,5.95
ALUP4,2020,6.38
ALUP4,2019,5.85
ALUP4,2018,3.7
RCSL3,2025,1.64
RCSL3,2024,6.4
RCSL3,2023,9.6
RCSL3,2022,13.6
RCSL3,2021,37.9
RCSL3,2020,69.28
RCSL3,2019,11.72
RCSL3,2018,18.52
CEBR3,2025,24.18
CEBR3,2024,14.84
CEBR3,2023,15.35
CEBR3,2022,7.43
CEBR3,2021,9.24
CEBR3,2020,8.49
CEBR3,2019,3.6
CEBR3,2018,1.85
RAPT3,2025,6.43
RAPT3,2024,8.22
RAPT3,2023,12.0
RAPT3,2022,7.75
RAPT3,2021,11.74
RAPT3,2020,10.72
RAPT3,2019,9.98
RAPT3,2018,6.0
HOOT4,2025,3.77
HOOT4,2024,2.34
HOOT4,2023,2.89
HOOT4,2022,1.19
HOOT4,2021,2.8
HOOT4,2020,2.82
HOOT4,2019,2.35
HOOT4,2018,1.91
RSID3,2025,2.04
RSID3,2024,2.8
RSID3,2023,4.02
RSID3,2022,2.84
RSID3,2021,9.47
RSID3,2020,6.63
RSID3,2019,9.12
RSID3,2018,5.3
CAMB3,2025,9.69
CAMB3,2024,9.82
CAMB3,2023,9.47
CAMB3,2022,5.53
CAMB3,2021,4.05
CAMB3,2020,4.65
CAMB3,2019,5.62
CAMB3,2018,0.82
AGXY3,2025,5.82
AGXY3,2024,6.75
AGXY3,2023,54.45
AGXY3,2022,147.06
AGXY3,2021,156.41
AGXY3,2020,
AGXY3,2019,
AGXY3,2018,
EPAR3,2025,4.46
EPAR3,2024,4.37
EPAR3,2023,7.72
EPAR3,2022,4.98
EPAR3,2021,6.01
EPAR3,2020,5.2
EPAR3,2019,2.8
EPAR3,2018,1.46
DMVF3,2025,4.75
DMVF3,2024,6.15
DMVF3,2023,5.93
DMVF3,2022,4.09
DMVF3,2021,4.21
DMVF3,2020,12.78
DMVF3,2019,
DMVF3,2018,
FSPE11,2025,0.22
FSPE11,2024,0.26
FSPE11,2023,
FSPE11,2022,
FSPE11,2021,
FSPE11,2020,
FSPE11,2019,
FSPE11,2018,
RNEW3,2025,1.03
RNEW3,2024,1.88
RNEW3,2023,2.48
RNEW3,2022,4.06
RNEW3,2021,4.94
RNEW3,2020,10.0
RNEW3,2019,10.28
RNEW3,2018,14.84
CSUD3,2025,18.3
CSUD3,2024,14.73
CSUD3,2023,17.61
CSUD3,2022,10.02
CSUD3,2021,10.15
CSUD3,2020,11.42
CSUD3,2019,9.07
CSUD3,2018,4.93
TCSA3,2025,1.48
TCSA3,2024,1.25
TCSA3,2023,4.02
TCSA3,2022,2.65
TCSA3,2021,3.61
TCSA3,2020,9.99
TCSA3,2019,18.3
TCSA3,2018,14.5
ENGI4,2025,8.59
ENGI4,2024,6.17
ENGI4,2023,7.89
ENGI4,2022,6.32
ENGI4,2021,5.96
ENGI4,2020,6.3
ENGI4,2019,7.43
ENGI4,2018,5.2
PDTC3,2025,1.06
PDTC3,2024,1.26
PDTC3,2023,3.03
PDTC3,2022,3.0
PDTC3,2021,6.86
PDTC3,2020,6.39
PDTC3,2019,3.18
PDTC3,2018,5.81
CEBR6,2025,27.0
CEBR6,2024,16.21
CEBR6,2023,15.48
CEBR6,2022,7.22
CEBR6,2021,8.58
CEBR6,2020,8.78
CEBR6,2019,3.13
CEBR6,2018,1.8
INEP4,2025,1.5
INEP4,2024,1.31
INEP4,2023,3.43
INEP4,2022,5.0
INEP4,2021,7.5
INEP4,2020,2.63
INEP4,2019,1.97
INEP4,2018,1.29
WHRL3,2025,4.24
WHRL3,2024,3.54
WHRL3,2023,3.74
WHRL3,2022,3.78
WHRL3,2021,5.11
WHRL3,2020,5.14
WHRL3,2019,6.07
WHRL3,2018,2.42
WHRL4,2025,4.49
WHRL4,2024,3.89
WHRL4,2023,3.91
WHRL4,2022,3.91
WHRL4,2021,6.03
WHRL4,2020,5.7
WHRL4,2019,6.16
WHRL4,2018,2.81
RNEW4,2025,1.0
RNEW4,2024,1.86
RNEW4,2023,2.58
RNEW4,2022,4.06
RNEW4,2021,4.58
RNEW4,2020,8.82
RNEW4,2019,7.32
RNEW4,2018,13.98
ALUP3,2025,10.54
ALUP3,2024,8.47
ALUP3,2023,9.02
ALUP3,2022,7.13
ALUP3,2021,6.01
ALUP3,2020,6.43
ALUP3,2019,8.0
ALUP3,2018,5.17
ALPA3,2025,9.2
ALPA3,2024,5.71
ALPA3,2023,10.27
ALPA3,2022,11.72
ALPA3,2021,30.37
ALPA3,2020,37.07
ALPA3,2019,26.79
ALPA3,2018,12.71
LAND3,2025,10.05
LAND3,2024,13.99
LAND3,2023,16.9
LAND3,2022,27.15
LAND3,2021,21.06
LAND3,2020,
LAND3,2019,
LAND3,2018,
BAZA3,2025,72.31
BAZA3,2024,78.69
BAZA3,2023,81.33
BAZA3,2022,39.65
BAZA3,2021,27.73
BAZA3,2020,26.5
BAZA3,2019,22.62
BAZA3,2018,12.78
ISAE3,2025,30.9
ISAE3,2024,28.62
ISAE3,2023,33.28
ISAE3,2022,25.45
ISAE3,2021,25.97
ISAE3,2020,22.22
ISAE3,2019,19.57
ISAE3,2018,11.57
EALT4,2025,11.46
EALT4,2024,13.49
EALT4,2023,9.32
EALT4,2022,6.55
EALT4,2021,7.21
EALT4,2020,4.72
EALT4,2019,5.76
EALT4,2018,3.66
CGRA4,2025,27.1
CGRA4,2024,24.3
CGRA4,2023,22.58
CGRA4,2022,20.5
CGRA4,2021,25.86
CGRA4,2020,23.29
CGRA4,2019,18.62
CGRA4,2018,14.2
ENGI3,2025,13.5
ENGI3,2024,10.52
ENGI3,2023,16.59
ENGI3,2022,12.26
ENGI3,2021,11.35
ENGI3,2020,13.8
ENGI3,2019,10.94
ENGI3,2018,6.41
BOBR4,2025,1.23
BOBR4,2024,1.88
BOBR4,2023,2.04
BOBR4,2022,1.23
BOBR4,2021,1.68
BOBR4,2020,2.22
BOBR4,2019,2.04
BOBR4,2018,2.62
TELB4,2025,7.58
TELB4,2024,7.3
TELB4,2023,13.12
TELB4,2022,10.15
TELB4,2021,14.5
TELB4,2020,30.88
TELB4,2019,29.07
TELB4,2018,22.6
NUTR3,2025,2.81
NUTR3,2024,3.92
NUTR3,2023,4.17
NUTR3,2022,2.8
NUTR3,2021,2.53
NUTR3,2020,2.21
NUTR3,2019,0.45
NUTR3,2018,0.3
UCAS3,2025,1.32
UCAS3,2024,1.9
UCAS3,2023,2.41
UCAS3,2022,2.18
UCAS3,2021,3.38
UCAS3,2020,3.27
UCAS3,2019,3.44
UCAS3,2018,1.9
BIOM3,2025,6.4
BIOM3,2024,10.66
BIOM3,2023,5.78
BIOM3,2022,6.59
BIOM3,2021,12.55
BIOM3,2020,15.67
BIOM3,2019,11.98
BIOM3,2018,7.85
ATED3,2025,2.12
ATED3,2024,1.39
ATED3,2023,
ATED3,2022,
ATED3,2021,
ATED3,2020,
ATED3,2019,
ATED3,2018,
SCAR3,2025,21.0
SCAR3,2024,21.1
SCAR3,2023,25.85
SCAR3,2022,17.06
SCAR3,2021,38.59
SCAR3,2020,41.09
SCAR3,2019,43.54
SCAR3,2018,29.79
UNIP3,2025,54.91
UNIP3,2024,41.81
UNIP3,2023,56.99
UNIP3,2022,64.33
UNIP3,2021,63.93
UNIP3,2020,27.1
UNIP3,2019,19.19
UNIP3,2018,17.12
BEES4,2025,9.13
BEES4,2024,8.39
BEES4,2023,9.06
BEES4,2022,5.43
BEES4,2021,4.33
BEES4,2020,4.28
BEES4,2019,4.68
